Log Income (lower edge), Log Income (upper edge), Log Wealth (lower edge), Log Wealth (upper edge), Probability
7.70124371858, 7.95124371858, 0.0, 0.725709619701, 0.0
7.70124371858, 7.95124371858, 0.725709619701, 1.4514192394, 0.0
7.70124371858, 7.95124371858, 1.4514192394, 2.1771288591, 0.0
7.70124371858, 7.95124371858, 2.1771288591, 2.9028384788, 0.0
7.70124371858, 7.95124371858, 2.9028384788, 3.62854809851, 0.0
7.70124371858, 7.95124371858, 3.62854809851, 4.35425771821, 0.0
7.70124371858, 7.95124371858, 4.35425771821, 5.07996733791, 0.0833333333333
7.70124371858, 7.95124371858, 5.07996733791, 5.80567695761, 0.0
7.70124371858, 7.95124371858, 5.80567695761, 6.53138657731, 0.0833333333333
7.70124371858, 7.95124371858, 6.53138657731, 7.25709619701, 0.0833333333333
7.70124371858, 7.95124371858, 7.25709619701, 7.98280581671, 0.0
7.70124371858, 7.95124371858, 7.98280581671, 8.70851543641, 0.0833333333333
7.70124371858, 7.95124371858, 8.70851543641, 9.43422505611, 0.0833333333333
7.70124371858, 7.95124371858, 9.43422505611, 10.1599346758, 0.166666666667
7.70124371858, 7.95124371858, 10.1599346758, 10.8856442955, 0.166666666667
7.70124371858, 7.95124371858, 10.8856442955, 11.6113539152, 0.166666666667
7.70124371858, 7.95124371858, 11.6113539152, 12.3370635349, 0.0833333333333
7.70124371858, 7.95124371858, 12.3370635349, 13.0627731546, 0.0
7.70124371858, 7.95124371858, 13.0627731546, 13.7884827743, 0.0
7.70124371858, 7.95124371858, 13.7884827743, 14.514192394, 0.0
7.95124371858, 8.20124371858, 0.0, 0.725709619701, 0.0
7.95124371858, 8.20124371858, 0.725709619701, 1.4514192394, 0.0
7.95124371858, 8.20124371858, 1.4514192394, 2.1771288591, 0.0
7.95124371858, 8.20124371858, 2.1771288591, 2.9028384788, 0.030303030303
7.95124371858, 8.20124371858, 2.9028384788, 3.62854809851, 0.030303030303
7.95124371858, 8.20124371858, 3.62854809851, 4.35425771821, 0.030303030303
7.95124371858, 8.20124371858, 4.35425771821, 5.07996733791, 0.0
7.95124371858, 8.20124371858, 5.07996733791, 5.80567695761, 0.0
7.95124371858, 8.20124371858, 5.80567695761, 6.53138657731, 0.030303030303
7.95124371858, 8.20124371858, 6.53138657731, 7.25709619701, 0.151515151515
7.95124371858, 8.20124371858, 7.25709619701, 7.98280581671, 0.121212121212
7.95124371858, 8.20124371858, 7.98280581671, 8.70851543641, 0.121212121212
7.95124371858, 8.20124371858, 8.70851543641, 9.43422505611, 0.0606060606061
7.95124371858, 8.20124371858, 9.43422505611, 10.1599346758, 0.242424242424
7.95124371858, 8.20124371858, 10.1599346758, 10.8856442955, 0.121212121212
7.95124371858, 8.20124371858, 10.8856442955, 11.6113539152, 0.030303030303
7.95124371858, 8.20124371858, 11.6113539152, 12.3370635349, 0.0
7.95124371858, 8.20124371858, 12.3370635349, 13.0627731546, 0.0
7.95124371858, 8.20124371858, 13.0627731546, 13.7884827743, 0.030303030303
7.95124371858, 8.20124371858, 13.7884827743, 14.514192394, 0.0
8.20124371858, 8.45124371858, 0.0, 0.725709619701, 0.0652173913043
8.20124371858, 8.45124371858, 0.725709619701, 1.4514192394, 0.0217391304348
8.20124371858, 8.45124371858, 1.4514192394, 2.1771288591, 0.0
8.20124371858, 8.45124371858, 2.1771288591, 2.9028384788, 0.0217391304348
8.20124371858, 8.45124371858, 2.9028384788, 3.62854809851, 0.0
8.20124371858, 8.45124371858, 3.62854809851, 4.35425771821, 0.0217391304348
8.20124371858, 8.45124371858, 4.35425771821, 5.07996733791, 0.0434782608696
8.20124371858, 8.45124371858, 5.07996733791, 5.80567695761, 0.0217391304348
